nm,Em_mSc,Abs_mSc,Em_mO2,Abs_mO2,Em_sYFP2,Abs_sYFP2,Em_mCl3,Abs_mCl3,Em_sGFP2,Abs_sGFP2,Em_mTq2,Abs_mTq2,Em_mCar,Abs_mCar,Em_mTagBFP2,Abs_mTagBFP2
545.9699707,,,,,48.1316015,,,,,,,,,,,
547.0100098,,,,,45.60555812,,,,,,,,,,,
548.0499878,,,,,43.24315227,,,,,,,,,,,
548.9500122,,,,,41.16323956,,,,,,,,,,,
550,,,,,39.20819616,,,,,,,,,,,
551.039978,,,,,37.27337986,,,,,,,,,,,
551.9400024,,,,,35.32264134,,,,,,,,,,,
552.9799805,,,,,33.79560067,,,,,,,,,,,
554.0200195,,,,,32.53628375,,,,,,,,,,,
555.0700073,,,,,31.23825941,,,,,,,,,,,
555.9699707,,,,,29.86485437,,,,,,,,,,,
557.0100098,,,,,28.78291009,,,,,,,,,,,
558.0499878,,,,,27.85064307,,,,,,,,,,,
558.9500122,,,,,27.00702042,,,,,,,,,,,
560,,,,,26.23034691,,,,,,,,,,,
561.039978,,,,,25.32241025,,,,,,,,,,,
561.9400024,,,,,24.47817646,,,,,,,,,,,
562.9799805,,,,,23.66095108,,,,,,,,,,,
564.0200195,,,,,22.76816369,,,,,,,,,,,
565.0700073,,,,,21.86141681,,,,,,,,,,,
565.9699707,,,,,21.18137127,,,,,,,,,,,
567.0100098,,,,,20.46971392,,,,,,,,,,,
568.0499878,,,,,19.44044208,,,,,,,,,,,
568.9500122,,,,,18.70038701,,,,,,,,,,,
570,,,,,17.92486474,,,,,,,,,,,
571.0200195,,,,,17.11130062,,,,,,,,,,,
572.0499878,,,,,16.20533882,,,,,,,,,,,
572.9400024,,,,,15.26045724,,,,,,,,,,,
573.9699707,,,,,14.44815515,,,,,,,,,,,
575,,,,,13.72409859,,,,,,,,,,,
576.0200195,,,,,12.98992281,,,,,,,,,,,
577.0499878,,,,,12.15837475,,,,,,,,,,,
577.9400024,,,,,11.39574457,,,,,,,,,,,
578.9699707,,,,,10.67869544,,,,,,,,,,,
580,,,,,9.799180813,,,,,,,,,,,
581.0200195,,,,,9.211314528,,,,,,,,,,,
582.0499878,,,,,8.523944937,,,,,,,,,,,
582.9400024,,,,,7.858735436,,,,,,,,,,,
583.9699707,,,,,7.048370265,,,,,,,,,,,
585,,,,,6.344476414,,,,,,,,,,,
586.0200195,,,,,5.633478568,,,,,,,,,,,
587.0499878,,,,,5.139635884,,,,,,,,,,,
587.9400024,,,,,4.627590455,,,,,,,,,,,
588.9699707,,,,,4.112438997,,,,,,,,,,,
590,,,,,3.658856622,,,,,,,,,,,
591.0200195,,,,,3.245026014,,,,,,,,,,,
592.0499878,,,,,2.808766803,,,,,,,,,,,
592.9400024,,,,,2.280602095,,,,,,,,,,,
593.9699707,,,,,1.859408077,,,,,,,,,,,
595,,,,,1.507858533,,,,,,,,,,,
596.0200195,,,,,1.09696316,,,,,,,,,,,
597.0499878,,,,,0.749597121,,,,,,,,,,,
597.9400024,,,,,0.444432036,,,,,,,,,,,
598.9699707,,,,,0.241760382,,,,,,,,,,,
600,,,,,0,,,,,,,,,,,
400,,,,,,3.162986955,,,,,,,,,,
401.0599976,,,,,,3.095937371,,,,,,,,,,
401.9599915,,,,,,3.029323217,,,,,,,,,,
403.0299988,,,,,,2.777203947,,,,,,,,,,
403.9299927,,,,,,2.519531206,,,,,,,,,,
405,,,,,,2.248450323,,,,,,,,,,
406.0599976,,,,,,1.948456355,,,,,,,,,,
406.9599915,,,,,,1.585545027,,,,,,,,,,
408.0299988,,,,,,1.078741689,,,,,,,,,,
408.9299927,,,,,,0.73541574,,,,,,,,,,
410,,,,,,0.453218911,,,,,,,,,,
411.0599976,,,,,,0.276320833,,,,,,,,,,
411.9599915,,,,,,0.180072825,,,,,,,,,,
413.0299988,,,,,,0.096490466,,,,,,,,,,
413.9299927,,,,,,0.107184832,,,,,,,,,,
415,,,,,,0.007470765,,,,,,,,,,
416.0599976,,,,,,0.004903523,,,,,,,,,,
416.9599915,,,,,,0,,,,,,,,,,
418.0299988,,,,,,0.042853085,,,,,,,,,,
418.9299927,,,,,,0.111277011,,,,,,,,,,
420,,,,,,0.120836453,,,,,,,,,,
421.0599976,,,,,,0.228204047,,,,,,,,,,
421.9599915,,,,,,0.316123289,,,,,,,,,,
423.0299988,,,,,,0.344172078,,,,,,,,,,
423.9299927,,,,,,0.378441005,,,,,,,,,,
425,,,,,,0.410606297,,,,,,,,,,
426.0599976,,,,,,0.522481327,,,,,,,,,,
426.9599915,,,,,,0.591277179,,,,,,,,,,
428.0299988,,,,,,0.608906617,,,,,,,,,,
428.9299927,,,,,,0.605489991,,,,,,,,,,
430,,,,,,0.596853021,,,,,,,,,,
431.0599976,,,,,,0.642871064,,,,,,,,,,
431.9599915,,,,,,0.705961523,,,,,,,,,,
433.0299988,,,,,,0.732519117,,,,,,,,,,
433.9299927,,,,,,0.845168066,,,,,,,,,,
435,,,,,,0.931510228,,,,,,,,,,
436.0599976,,,,,,1.021220079,,,,,,,,,,
436.9599915,,,,,,1.084219586,,,,,,,,,,
438.0299988,,,,,,1.200115275,,,,,,,,,,
438.9299927,,,,,,1.335757319,,,,,,,,,,
440,,,,,,1.422970956,,,,,,,,,,
441.0599976,,,,,,1.442201561,,,,,,,,,,
441.9599915,,,,,,1.488019603,,,,,,,,,,
443.0299988,,,,,,1.58105957,,,,,,,,,,
443.9299927,,,,,,1.70259859,,,,,,,,,,
445,,,,,,1.776219817,,,,,,,,,,
446.0599976,,,,,,1.934983591,,,,,,,,,,
446.9599915,,,,,,2.174271313,,,,,,,,,,
448.0299988,,,,,,2.52530047,,,,,,,,,,
448.9299927,,,,,,2.793911157,,,,,,,,,,
450,,,,,,3.07883493,,,,,,,,,,
451.0599976,,,,,,3.43167152,,,,,,,,,,
451.9599915,,,,,,3.790314094,,,,,,,,,,
453.0299988,,,,,,4.059466653,,,,,,,,,,
453.9299927,,,,,,4.414043107,,,,,,,,,,
455,,,,,,4.776804167,,,,,,,,,,
456.0599976,,,,,,5.226074158,,,,,,,,,,
456.9599915,,,,,,5.621796412,,,,,,,,,,
458.0299988,,,,,,6.046394704,,,,,,,,,,
458.9299927,,,,,,6.56848049,,,,,,,,,,
460,,,,,,7.241584111,,,,,,,,,,
461.0599976,,,,,,7.753730732,,,,,,,,,,
461.9599915,,,,,,8.385077144,,,,,,,,,,
463.0299988,,,,,,8.994807386,,,,,,,,,,
463.9299927,,,,,,9.670685745,,,,,,,,,,
465,,,,,,10.32866894,,,,,,,,,,
466.0599976,,,,,,11.07787487,,,,,,,,,,
466.9599915,,,,,,11.77308899,,,,,,,,,,
468.0299988,,,,,,12.63743212,,,,,,,,,,
468.9299927,,,,,,13.59216177,,,,,,,,,,
470,,,,,,14.56823498,,,,,,,,,,
471.0400085,,,,,,15.61557544,,,,,,,,,,
471.9400024,,,,,,16.84926967,,,,,,,,,,
472.980011,,,,,,17.87947995,,,,,,,,,,
474.019989,,,,,,18.89288202,,,,,,,,,,
475.0700073,,,,,,20.02138184,,,,,,,,,,
475.9700012,,,,,,21.25227292,,,,,,,,,,
477.0100098,,,,,,22.50697081,,,,,,,,,,
478.0499878,,,,,,23.73256448,,,,,,,,,,
478.9500122,,,,,,24.86411972,,,,,,,,,,
480,,,,,,26.00715781,,,,,,,,,,
481.0400085,,,,,,27.2379269,,,,,,,,,,
481.9400024,,,,,,28.31556322,,,,,,,,,,
482.980011,,,,,,29.30643098,,,,,,,,,,
484.019989,,,,,,30.47391423,,,,,,,,,,
485.0700073,,,,,,31.34808776,,,,,,,,,,
485.9700012,,,,,,32.13472468,,,,,,,,,,
487.0100098,,,,,,32.8594961,,,,,,,,,,
488.0499878,,,,,,33.61146472,,,,,,,,,,
488.9500122,,,,,,34.3764619,,,,,,,,,,
490,,,,,,35.08253827,,,,,,,,,,
491.0599976,,,,,,35.75222231,,,,,,,,,,
491.9599915,,,,,,36.41795214,,,,,,,,,,
493.0299988,,,,,,37.3343947,,,,,,,,,,
493.9299927,,,,,,38.18951236,,,,,,,,,,
495,,,,,,39.24199327,,,,,,,,,,
496.0599976,,,,,,40.35670912,,,,,,,,,,
496.9599915,,,,,,41.61744325,,,,,,,,,,
498.0299988,,,,,,43.22190561,,,,,,,,,,
498.9299927,,,,,,45.06079507,,,,,,,,,,
500,,,,,,47.40888,,,,,,,,,,
501.0400085,,,,,,50.02517655,,,,,,,,,,
501.9400024,,,,,,52.96831183,,,,,,,,,,
502.980011,,,,,,56.05326126,,,,,,,,,,
504.019989,,,,,,59.43046659,,,,,,,,,,
505.0700073,,,,,,63.20343885,,,,,,,,,,
505.9700012,,,,,,67.22940503,,,,,,,,,,
507.0100098,,,,,,71.55588512,,,,,,,,,,
508.0499878,,,,,,75.65812246,,,,,,,,,,
508.9500122,,,,,,80.23884002,,,,,,,,,,
510,,,,,,84.46836451,,,,,,,,,,
511.0400085,,,,,,88.35887392,,,,,,,,,,
511.9400024,,,,,,92.11761363,,,,,,,,,,
512.9799805,,,,,,95.48832975,,,,,,,,,,
514.0200195,,,,,,97.77534078,,,,,,,,,,
515.0700073,,,,,,99.37293422,,,,,,,,,,
515.9699707,,,,,,100,,,,,,,,,,
517.0100098,,,,,,99.71289273,,,,,,,,,,
518.0499878,,,,,,98.23225891,,,,,,,,,,
518.9500122,,,,,,95.21609211,,,,,,,,,,
520,,,,,,90.69434506,,,,,,,,,,
521.0200195,,,,,,85.39281604,,,,,,,,,,
522.0499878,,,,,,79.09891664,,,,,,,,,,
522.9400024,,,,,,72.11618091,,,,,,,,,,
523.9699707,,,,,,65.12874254,,,,,,,,,,
525,,,,,,58.26040944,,,,,,,,,,
526.0200195,,,,,,51.19358877,,,,,,,,,,
527.0499878,,,,,,44.71264975,,,,,,,,,,
527.9400024,,,,,,38.64931845,,,,,,,,,,
528.9699707,,,,,,33.52052207,,,,,,,,,,
530,,,,,,29.04281345,,,,,,,,,,
531.039978,,,,,,25.15122454,,,,,,,,,,
531.9400024,,,,,,21.69206528,,,,,,,,,,
532.9799805,,,,,,18.58942243,,,,,,,,,,
534.0200195,,,,,,16.06456897,,,,,,,,,,
535.0700073,,,,,,13.98862805,,,,,,,,,,
535.9699707,,,,,,12.51610531,,,,,,,,,,
537.0100098,,,,,,11.5094908,,,,,,,,,,
538.0499878,,,,,,10.95279383,,,,,,,,,,
538.9500122,,,,,,10.69061579,,,,,,,,,,
508.9500122,,,,,,,71.94017583,,,,,,,,,
510,,,,,,,75.27194464,,,,,,,,,
511.0599976,,,,,,,79.10255422,,,,,,,,,
511.9599915,,,,,,,83.25713823,,,,,,,,,
513.0300293,,,,,,,87.5155246,,,,,,,,,
513.9299927,,,,,,,91.58016739,,,,,,,,,
515,,,,,,,95.08701776,,,,,,,,,
516.0599976,,,,,,,97.62423535,,,,,,,,,
516.960022,,,,,,,99.19275667,,,,,,,,,
518.0300293,,,,,,,100,,,,,,,,,
518.9299927,,,,,,,99.87799598,,,,,,,,,
520,,,,,,,98.94080868,,,,,,,,,
521.039978,,,,,,,97.2503812,,,,,,,,,
521.9400024,,,,,,,95.03822549,,,,,,,,,
522.9799805,,,,,,,92.29001131,,,,,,,,,
524.0200195,,,,,,,89.22204658,,,,,,,,,
525.0700073,,,,,,,85.95866961,,,,,,,,,
525.9699707,,,,,,,82.45881684,,,,,,,,,
527.0100098,,,,,,,78.90093354,,,,,,,,,
528.0499878,,,,,,,75.28568187,,,,,,,,,
528.9500122,,,,,,,71.65683764,,,,,,,,,
530,,,,,,,68.18335253,,,,,,,,,
531.039978,,,,,,,64.83913035,,,,,,,,,
531.9400024,,,,,,,61.63178084,,,,,,,,,
532.9799805,,,,,,,58.50309698,,,,,,,,,
534.0200195,,,,,,,55.62868034,,,,,,,,,
535.0700073,,,,,,,52.88667542,,,,,,,,,
535.9699707,,,,,,,50.37191186,,,,,,,,,
537.0100098,,,,,,,48.08140792,,,,,,,,,
538.0499878,,,,,,,45.94732641,,,,,,,,,
538.9500122,,,,,,,43.95519247,,,,,,,,,
540,,,,,,,42.11620783,,,,,,,,,
541.039978,,,,,,,40.47052687,,,,,,,,,
541.9400024,,,,,,,39.02637296,,,,,,,,,
542.9799805,,,,,,,37.71445109,,,,,,,,,
544.0200195,,,,,,,36.454335,,,,,,,,,
545.0700073,,,,,,,35.30844605,,,,,,,,,
545.9699707,,,,,,,34.18318719,,,,,,,,,
547.0100098,,,,,,,33.17984417,,,,,,,,,
548.0499878,,,,,,,32.26887516,,,,,,,,,
548.9500122,,,,,,,31.35284012,,,,,,,,,
550,,,,,,,30.49557283,,,,,,,,,
551.039978,,,,,,,29.57502349,,,,,,,,,
551.9400024,,,,,,,28.62107648,,,,,,,,,
552.9799805,,,,,,,27.75970921,,,,,,,,,
554.0200195,,,,,,,26.89578851,,,,,,,,,
555.0700073,,,,,,,26.11082023,,,,,,,,,
555.9699707,,,,,,,25.29305387,,,,,,,,,
557.0100098,,,,,,,24.54330865,,,,,,,,,
558.0499878,,,,,,,23.65315109,,,,,,,,,
558.9500122,,,,,,,22.84741948,,,,,,,,,
560,,,,,,,22.04264249,,,,,,,,,
561.039978,,,,,,,21.184256,,,,,,,,,
561.9400024,,,,,,,20.4135594,,,,,,,,,
562.9799805,,,,,,,19.66855922,,,,,,,,,
564.0200195,,,,,,,18.89382281,,,,,,,,,
565.0700073,,,,,,,18.18894512,,,,,,,,,
565.9699707,,,,,,,17.36574478,,,,,,,,,
567.0100098,,,,,,,16.66165198,,,,,,,,,
568.0499878,,,,,,,15.94155174,,,,,,,,,
568.9500122,,,,,,,15.20515529,,,,,,,,,
570,,,,,,,14.41514983,,,,,,,,,
571.0200195,,,,,,,13.66604184,,,,,,,,,
572.0499878,,,,,,,12.91568933,,,,,,,,,
572.9400024,,,,,,,12.22043416,,,,,,,,,
573.9699707,,,,,,,11.61722898,,,,,,,,,
575,,,,,,,10.92137554,,,,,,,,,
576.0200195,,,,,,,10.3333176,,,,,,,,,
577.0499878,,,,,,,9.80022533,,,,,,,,,
577.9400024,,,,,,,9.277246171,,,,,,,,,
578.9699707,,,,,,,8.850831319,,,,,,,,,
580,,,,,,,8.461237999,,,,,,,,,
581.0200195,,,,,,,8.051784993,,,,,,,,,
582.0499878,,,,,,,7.652156574,,,,,,,,,
582.9400024,,,,,,,7.246294005,,,,,,,,,
583.9699707,,,,,,,6.931009588,,,,,,,,,
585,,,,,,,6.659117808,,,,,,,,,
586.0200195,,,,,,,6.419161056,,,,,,,,,
587.0499878,,,,,,,6.103548762,,,,,,,,,
587.9400024,,,,,,,5.851612853,,,,,,,,,
588.9699707,,,,,,,5.586616575,,,,,,,,,
590,,,,,,,5.365571833,,,,,,,,,
591.0200195,,,,,,,5.129584593,,,,,,,,,
592.0499878,,,,,,,4.941122765,,,,,,,,,
592.9400024,,,,,,,4.711201408,,,,,,,,,
593.9699707,,,,,,,4.509644366,,,,,,,,,
595,,,,,,,4.280120299,,,,,,,,,
596.0200195,,,,,,,4.099272348,,,,,,,,,
597.0499878,,,,,,,3.879210234,,,,,,,,,
597.9400024,,,,,,,3.694161796,,,,,,,,,
598.9699707,,,,,,,3.494431523,,,,,,,,,
600,,,,,,,3.345201746,,,,,,,,,
601.0200195,,,,,,,3.233117909,,,,,,,,,
602.0499878,,,,,,,3.108412002,,,,,,,,,
602.9400024,,,,,,,2.923506942,,,,,,,,,
603.9699707,,,,,,,2.732084593,,,,,,,,,
605,,,,,,,2.584397662,,,,,,,,,
606.0200195,,,,,,,2.428334466,,,,,,,,,
607.0499878,,,,,,,2.269958756,,,,,,,,,
607.9400024,,,,,,,2.139249024,,,,,,,,,
608.9699707,,,,,,,1.982324349,,,,,,,,,
610,,,,,,,1.835376313,,,,,,,,,
611.0200195,,,,,,,1.654731789,,,,,,,,,
612.0499878,,,,,,,1.557192141,,,,,,,,,
612.9400024,,,,,,,1.502710361,,,,,,,,,
613.9699707,,,,,,,1.452818307,,,,,,,,,
615,,,,,,,1.401563401,,,,,,,,,
616.0200195,,,,,,,1.313588354,,,,,,,,,
617.0499878,,,,,,,1.33557956,,,,,,,,,
617.9400024,,,,,,,1.309376913,,,,,,,,,
618.9699707,,,,,,,1.325175947,,,,,,,,,
620,,,,,,,1.338870094,,,,,,,,,
621.0200195,,,,,,,1.291301232,,,,,,,,,
622.0499878,,,,,,,1.17841046,,,,,,,,,
622.9400024,,,,,,,1.046148831,,,,,,,,,
623.9699707,,,,,,,1.008821375,,,,,,,,,
625,,,,,,,0.85346095,,,,,,,,,
626.0200195,,,,,,,0.70721022,,,,,,,,,
627.0499878,,,,,,,0.567221413,,,,,,,,,
627.9400024,,,,,,,0.410688808,,,,,,,,,
628.9699707,,,,,,,0.28686173,,,,,,,,,
630,,,,,,,0.227290537,,,,,,,,,
631.0100098,,,,,,,0.264363638,,,,,,,,,
632.0200195,,,,,,,0.271029196,,,,,,,,,
633.039978,,,,,,,0.300328913,,,,,,,,,
634.0499878,,,,,,,0.286079028,,,,,,,,,
635.0700073,,,,,,,0.269951789,,,,,,,,,
635.9400024,,,,,,,0.287278626,,,,,,,,,
636.9500122,,,,,,,0.238987236,,,,,,,,,
637.9699707,,,,,,,0.240687697,,,,,,,,,
638.9799805,,,,,,,0.205473974,,,,,,,,,
640,,,,,,,0.224271758,,,,,,,,,
641.0100098,,,,,,,0.121734217,,,,,,,,,
642.0200195,,,,,,,0.041680715,,,,,,,,,
643.039978,,,,,,,0.007973021,,,,,,,,,
644.0499878,,,,,,,0,,,,,,,,,
645.0700073,,,,,,,0.079634224,,,,,,,,,
645.9400024,,,,,,,0.170996717,,,,,,,,,
646.9500122,,,,,,,0.275236594,,,,,,,,,
647.9699707,,,,,,,0.342837412,,,,,,,,,
648.9799805,,,,,,,0.415601325,,,,,,,,,
650,,,,,,,0.538098833,,,,,,,,,
400,,,,,,,,0,,,,,,,,
401.0599976,,,,,,,,0.069793134,,,,,,,,
401.9599915,,,,,,,,0.130422071,,,,,,,,
403.0299988,,,,,,,,0.273391689,,,,,,,,
403.9299927,,,,,,,,0.299714149,,,,,,,,
405,,,,,,,,0.268171637,,,,,,,,
406.0599976,,,,,,,,0.337198896,,,,,,,,
406.9599915,,,,,,,,0.272195613,,,,,,,,
408.0299988,,,,,,,,0.217758029,,,,,,,,
408.9299927,,,,,,,,0.171404476,,,,,,,,
410,,,,,,,,0.208822987,,,,,,,,
411.0599976,,,,,,,,0.345463021,,,,,,,,
411.9599915,,,,,,,,0.328941006,,,,,,,,
413.0299988,,,,,,,,0.308355073,,,,,,,,
413.9299927,,,,,,,,0.3405788,,,,,,,,
415,,,,,,,,0.451596249,,,,,,,,
416.0599976,,,,,,,,0.460966169,,,,,,,,
416.9599915,,,,,,,,0.541706029,,,,,,,,
418.0299988,,,,,,,,0.749798881,,,,,,,,
418.9299927,,,,,,,,0.773848023,,,,,,,,
420,,,,,,,,0.81698745,,,,,,,,
421.0599976,,,,,,,,0.811142776,,,,,,,,
421.9599915,,,,,,,,0.935599375,,,,,,,,
423.0299988,,,,,,,,1.050820616,,,,,,,,
423.9299927,,,,,,,,1.162952148,,,,,,,,
425,,,,,,,,1.269900253,,,,,,,,
426.0599976,,,,,,,,1.429887261,,,,,,,,
426.9599915,,,,,,,,1.523722379,,,,,,,,
428.0299988,,,,,,,,1.61394325,,,,,,,,
428.9299927,,,,,,,,1.80624163,,,,,,,,
430,,,,,,,,2.033001287,,,,,,,,
431.0599976,,,,,,,,2.283514402,,,,,,,,
431.9599915,,,,,,,,2.526262979,,,,,,,,
433.0299988,,,,,,,,2.818003583,,,,,,,,
433.9299927,,,,,,,,3.030902302,,,,,,,,
435,,,,,,,,3.233423829,,,,,,,,
436.0599976,,,,,,,,3.484355566,,,,,,,,
436.9599915,,,,,,,,3.784517521,,,,,,,,
438.0299988,,,,,,,,4.090691164,,,,,,,,
438.9299927,,,,,,,,4.314003553,,,,,,,,
440,,,,,,,,4.541974268,,,,,,,,
441.0599976,,,,,,,,4.759832947,,,,,,,,
441.9599915,,,,,,,,5.001042801,,,,,,,,
443.0299988,,,,,,,,5.283697944,,,,,,,,
443.9299927,,,,,,,,5.544020899,,,,,,,,
445,,,,,,,,5.920108966,,,,,,,,
446.0599976,,,,,,,,6.265764735,,,,,,,,
446.9599915,,,,,,,,6.7244437,,,,,,,,
448.0299988,,,,,,,,7.227896546,,,,,,,,
448.9299927,,,,,,,,7.784039971,,,,,,,,
450,,,,,,,,8.410806538,,,,,,,,
451.0599976,,,,,,,,8.97690521,,,,,,,,
451.9599915,,,,,,,,9.55406539,,,,,,,,
453.0299988,,,,,,,,10.23208351,,,,,,,,
453.9299927,,,,,,,,10.90613174,,,,,,,,
455,,,,,,,,11.60941681,,,,,,,,
456.0599976,,,,,,,,12.45757946,,,,,,,,
456.9599915,,,,,,,,13.31802998,,,,,,,,
458.0299988,,,,,,,,14.19969965,,,,,,,,
458.9299927,,,,,,,,15.22725393,,,,,,,,
460,,,,,,,,16.33290507,,,,,,,,
461.0599976,,,,,,,,17.44762245,,,,,,,,
461.9599915,,,,,,,,18.72939441,,,,,,,,
463.0299988,,,,,,,,19.9602074,,,,,,,,
463.9299927,,,,,,,,21.28619015,,,,,,,,
465,,,,,,,,22.8819494,,,,,,,,
466.0599976,,,,,,,,24.27221286,,,,,,,,
466.9599915,,,,,,,,25.87702894,,,,,,,,
468.0299988,,,,,,,,27.47600584,,,,,,,,
468.9299927,,,,,,,,29.02474337,,,,,,,,
470,,,,,,,,30.34998677,,,,,,,,
471.0400085,,,,,,,,31.78668039,,,,,,,,
471.9400024,,,,,,,,33.19259131,,,,,,,,
472.980011,,,,,,,,34.42732954,,,,,,,,
474.019989,,,,,,,,35.76708342,,,,,,,,
475.0700073,,,,,,,,36.82395256,,,,,,,,
475.9700012,,,,,,,,37.78116911,,,,,,,,
477.0100098,,,,,,,,38.87759555,,,,,,,,
478.0499878,,,,,,,,39.80710475,,,,,,,,
478.9500122,,,,,,,,40.87563449,,,,,,,,
480,,,,,,,,41.8359277,,,,,,,,
481.0400085,,,,,,,,42.9471164,,,,,,,,
481.9400024,,,,,,,,43.84518896,,,,,,,,
482.980011,,,,,,,,44.99243469,,,,,,,,
484.019989,,,,,,,,46.12355261,,,,,,,,
485.0700073,,,,,,,,47.48140168,,,,,,,,
485.9700012,,,,,,,,49.10400369,,,,,,,,
487.0100098,,,,,,,,50.726046,,,,,,,,
488.0499878,,,,,,,,52.43324099,,,,,,,,
488.9500122,,,,,,,,54.42145409,,,,,,,,
490,,,,,,,,56.52189631,,,,,,,,
491.0599976,,,,,,,,58.80004712,,,,,,,,
491.9599915,,,,,,,,61.27942241,,,,,,,,
493.0299988,,,,,,,,64.11024823,,,,,,,,
493.9299927,,,,,,,,67.21588839,,,,,,,,
495,,,,,,,,70.42374649,,,,,,,,
496.0599976,,,,,,,,74.14993475,,,,,,,,
496.9599915,,,,,,,,77.90801206,,,,,,,,
498.0299988,,,,,,,,81.64204054,,,,,,,,
498.9299927,,,,,,,,85.48829564,,,,,,,,
500,,,,,,,,89.14787605,,,,,,,,
501.0400085,,,,,,,,92.48524127,,,,,,,,
501.9400024,,,,,,,,95.32199836,,,,,,,,
502.980011,,,,,,,,97.6120997,,,,,,,,
504.019989,,,,,,,,99.21120453,,,,,,,,
505.0700073,,,,,,,,100,,,,,,,,
505.9700012,,,,,,,,99.97785727,,,,,,,,
507.0100098,,,,,,,,98.78355209,,,,,,,,
508.0499878,,,,,,,,97.08761535,,,,,,,,
508.9500122,,,,,,,,94.0558884,,,,,,,,
510,,,,,,,,90.12556098,,,,,,,,
511.0400085,,,,,,,,85.67872784,,,,,,,,
511.9400024,,,,,,,,80.50292045,,,,,,,,
512.9799805,,,,,,,,74.6064129,,,,,,,,
514.0200195,,,,,,,,68.36676176,,,,,,,,
515.0700073,,,,,,,,62.02635529,,,,,,,,
515.9699707,,,,,,,,55.77389141,,,,,,,,
517.0100098,,,,,,,,49.65125381,,,,,,,,
518.0499878,,,,,,,,43.72298736,,,,,,,,
518.9500122,,,,,,,,37.96932743,,,,,,,,
520,,,,,,,,32.6988941,,,,,,,,
521.0200195,,,,,,,,27.62015977,,,,,,,,
522.0499878,,,,,,,,23.11212607,,,,,,,,
522.9400024,,,,,,,,19.18520771,,,,,,,,
523.9699707,,,,,,,,15.83056676,,,,,,,,
525,,,,,,,,12.82648898,,,,,,,,
526.0200195,,,,,,,,10.25124581,,,,,,,,
527.0499878,,,,,,,,8.150635893,,,,,,,,
527.9400024,,,,,,,,6.53062904,,,,,,,,
528.9699707,,,,,,,,5.293638722,,,,,,,,
530,,,,,,,,4.313082052,,,,,,,,
531.039978,,,,,,,,3.427316377,,,,,,,,
531.9400024,,,,,,,,2.820425823,,,,,,,,
532.9799805,,,,,,,,1.965051506,,,,,,,,
534.0200195,,,,,,,,1.495812015,,,,,,,,
535.0700073,,,,,,,,1.23660905,,,,,,,,
535.9699707,,,,,,,,1.222089003,,,,,,,,
537.0100098,,,,,,,,1.333740975,,,,,,,,
538.0499878,,,,,,,,1.524372341,,,,,,,,
538.9500122,,,,,,,,1.768317247,,,,,,,,
540,,,,,,,,2.088174284,,,,,,,,
500,,,,,,,,,53.24431527,,,,,,,
501.0400085,,,,,,,,,57.08542883,,,,,,,
501.9400024,,,,,,,,,61.68062063,,,,,,,
502.980011,,,,,,,,,66.9248701,,,,,,,
504.019989,,,,,,,,,72.9706491,,,,,,,
505.0700073,,,,,,,,,78.8746759,,,,,,,
505.9700012,,,,,,,,,84.27616216,,,,,,,
507.0100098,,,,,,,,,89.09537059,,,,,,,
508.0499878,,,,,,,,,93.37029097,,,,,,,
508.9500122,,,,,,,,,96.68887289,,,,,,,
510,,,,,,,,,98.70063519,,,,,,,
511.0599976,,,,,,,,,99.96517111,,,,,,,
511.9599915,,,,,,,,,100,,,,,,,
513.0300293,,,,,,,,,99.25012851,,,,,,,
513.9299927,,,,,,,,,97.16832916,,,,,,,
515,,,,,,,,,94.24800517,,,,,,,
516.0599976,,,,,,,,,90.93240586,,,,,,,
516.960022,,,,,,,,,86.70534215,,,,,,,
518.0300293,,,,,,,,,81.90947726,,,,,,,
518.9299927,,,,,,,,,77.16155262,,,,,,,
520,,,,,,,,,71.78932439,,,,,,,
521.039978,,,,,,,,,66.24362224,,,,,,,
521.9400024,,,,,,,,,60.69268677,,,,,,,
522.9799805,,,,,,,,,55.72083524,,,,,,,
524.0200195,,,,,,,,,51.0056959,,,,,,,
525.0700073,,,,,,,,,46.68193654,,,,,,,
525.9699707,,,,,,,,,42.62513106,,,,,,,
527.0100098,,,,,,,,,38.98377301,,,,,,,
528.0499878,,,,,,,,,35.56082781,,,,,,,
528.9500122,,,,,,,,,32.23547841,,,,,,,
530,,,,,,,,,29.37695,,,,,,,
531.039978,,,,,,,,,26.89557409,,,,,,,
531.9400024,,,,,,,,,24.0435077,,,,,,,
532.9799805,,,,,,,,,21.20922101,,,,,,,
534.0200195,,,,,,,,,18.64834746,,,,,,,
535.0700073,,,,,,,,,16.41517447,,,,,,,
535.9699707,,,,,,,,,14.00553778,,,,,,,
537.0100098,,,,,,,,,11.49048912,,,,,,,
538.0499878,,,,,,,,,9.477652406,,,,,,,
538.9500122,,,,,,,,,7.812011252,,,,,,,
540,,,,,,,,,6.172476459,,,,,,,
541.039978,,,,,,,,,4.515292829,,,,,,,
541.9400024,,,,,,,,,3.119135656,,,,,,,
542.9799805,,,,,,,,,1.948611667,,,,,,,
544.0200195,,,,,,,,,0.877799822,,,,,,,
545.0700073,,,,,,,,,0,,,,,,,
400,,,,,,,,,,30.6357991,,,,,,
401.0599976,,,,,,,,,,30.06302337,,,,,,
401.9599915,,,,,,,,,,29.46908202,,,,,,
403.0299988,,,,,,,,,,28.65873673,,,,,,
