sample,strain,growthcondition,rfu,exp,rfu_exp
3_1,Pa299R(pMRE),NB,116,50,2.32
3_1,Pa299R(pMRE),NB,42,50,0.84
3_1,Pa299R(pMRE),NB,80,50,1.6
3_1,Pa299R(pMRE),NB,118,50,2.36
3_1,Pa299R(pMRE),NB,55,50,1.1
3_1,Pa299R(pMRE),NB,78,50,1.56
3_1,Pa299R(pMRE),NB,79,50,1.58
3_1,Pa299R(pMRE),NB,69,50,1.38
3_1,Pa299R(pMRE),NB,43,50,0.86
3_1,Pa299R(pMRE),NB,171,50,3.42
3_1,Pa299R(pMRE),NB,54,50,1.08
3_1,Pa299R(pMRE),NB,42,50,0.84
3_1,Pa299R(pMRE),NB,68,50,1.36
3_1,Pa299R(pMRE),NB,28,50,0.56
3_1,Pa299R(pMRE),NB,11,50,0.22
3_1,Pa299R(pMRE),NB,75,50,1.5
3_1,Pa299R(pMRE),NB,55,50,1.1
3_1,Pa299R(pMRE),NB,23,50,0.46
3_2,Pa299R(pMRE),NB,28,50,0.56
3_2,Pa299R(pMRE),NB,32,50,0.64
3_2,Pa299R(pMRE),NB,40,50,0.8
3_2,Pa299R(pMRE),NB,61,50,1.22
3_2,Pa299R(pMRE),NB,77,50,1.54
3_2,Pa299R(pMRE),NB,94,50,1.88
3_2,Pa299R(pMRE),NB,29,50,0.58
3_2,Pa299R(pMRE),NB,21,50,0.42
3_2,Pa299R(pMRE),NB,47,50,0.94
3_2,Pa299R(pMRE),NB,94,50,1.88
3_2,Pa299R(pMRE),NB,117,50,2.34
3_2,Pa299R(pMRE),NB,64,50,1.28
3_2,Pa299R(pMRE),NB,77,50,1.54
3_2,Pa299R(pMRE),NB,79,50,1.58
3_2,Pa299R(pMRE),NB,50,50,1
3_2,Pa299R(pMRE),NB,11,50,0.22
3_2,Pa299R(pMRE),NB,22,50,0.44
3_2,Pa299R(pMRE),NB,63,50,1.26
3_2,Pa299R(pMRE),NB,22,50,0.44
3_2,Pa299R(pMRE),NB,80,50,1.6
3_2,Pa299R(pMRE),NB,73,50,1.46
3_2,Pa299R(pMRE),NB,74,50,1.48
3_2,Pa299R(pMRE),NB,157,50,3.14
3_2,Pa299R(pMRE),NB,92,50,1.84
3_2,Pa299R(pMRE),NB,71,50,1.42
3_2,Pa299R(pMRE),NB,67,50,1.34
3_2,Pa299R(pMRE),NB,42,50,0.84
3_2,Pa299R(pMRE),NB,42,50,0.84
3_2,Pa299R(pMRE),NB,140,50,2.8
3_2,Pa299R(pMRE),NB,60,50,1.2
3_2,Pa299R(pMRE),NB,50,50,1
3_2,Pa299R(pMRE),NB,73,50,1.46
3_2,Pa299R(pMRE),NB,77,50,1.54
3_2,Pa299R(pMRE),NB,132,50,2.64
3_2,Pa299R(pMRE),NB,19,50,0.38
3_2,Pa299R(pMRE),NB,51,50,1.02
3_2,Pa299R(pMRE),NB,113,50,2.26
3_2,Pa299R(pMRE),NB,41,50,0.82
3_2,Pa299R(pMRE),NB,37,50,0.74
3_2,Pa299R(pMRE),NB,30,50,0.6
3_2,Pa299R(pMRE),NB,27,50,0.54
3_2,Pa299R(pMRE),NB,35,50,0.7
3_2,Pa299R(pMRE),NB,58,50,1.16
3_2,Pa299R(pMRE),NB,45,50,0.9
3_2,Pa299R(pMRE),NB,54,50,1.08
3_2,Pa299R(pMRE),NB,48,50,0.96
3_2,Pa299R(pMRE),NB,43,50,0.86
3_2,Pa299R(pMRE),NB,35,50,0.7
3_2,Pa299R(pMRE),NB,16,50,0.32
3_2,Pa299R(pMRE),NB,50,50,1
3_3,Pa299R(pMRE),NB,113,50,2.26
3_3,Pa299R(pMRE),NB,30,50,0.6
3_3,Pa299R(pMRE),NB,85,50,1.7
3_3,Pa299R(pMRE),NB,63,50,1.26
3_3,Pa299R(pMRE),NB,120,50,2.4
3_3,Pa299R(pMRE),NB,60,50,1.2
3_3,Pa299R(pMRE),NB,80,50,1.6
3_3,Pa299R(pMRE),NB,77,50,1.54
3_3,Pa299R(pMRE),NB,75,50,1.5
3_3,Pa299R(pMRE),NB,47,50,0.94
3_3,Pa299R(pMRE),NB,54,50,1.08
3_3,Pa299R(pMRE),NB,60,50,1.2
3_3,Pa299R(pMRE),NB,51,50,1.02
3_3,Pa299R(pMRE),NB,15,50,0.3
3_3,Pa299R(pMRE),NB,14,50,0.28
3_3,Pa299R(pMRE),NB,85,50,1.7
3_3,Pa299R(pMRE),NB,158,50,3.16
3_3,Pa299R(pMRE),NB,81,50,1.62
3_3,Pa299R(pMRE),NB,107,50,2.14
3_3,Pa299R(pMRE),NB,62,50,1.24
3_3,Pa299R(pMRE),NB,100,50,2
3_3,Pa299R(pMRE),NB,35,50,0.7
3_3,Pa299R(pMRE),NB,35,50,0.7
3_3,Pa299R(pMRE),NB,25,50,0.5
3_3,Pa299R(pMRE),NB,26,50,0.52
3_3,Pa299R(pMRE),NB,27,50,0.54
3_3,Pa299R(pMRE),NB,27,50,0.54
3_3,Pa299R(pMRE),NB,33,50,0.66
3_3,Pa299R(pMRE),NB,30,50,0.6
3_3,Pa299R(pMRE),NB,27,50,0.54
3_3,Pa299R(pMRE),NB,37,50,0.74
3_3,Pa299R(pMRE),NB,33,50,0.66
3_3,Pa299R(pMRE),NB,25,50,0.5
3_3,Pa299R(pMRE),NB,36,50,0.72
3_3,Pa299R(pMRE),NB,39,50,0.78
3_3,Pa299R(pMRE),NB,28,50,0.56
3_3,Pa299R(pMRE),NB,30,50,0.6
3_3,Pa299R(pMRE),NB,33,50,0.66
3_3,Pa299R(pMRE),NB,89,50,1.78
3_3,Pa299R(pMRE),NB,118,50,2.36
3_3,Pa299R(pMRE),NB,100,50,2
3_3,Pa299R(pMRE),NB,84,50,1.68
3_3,Pa299R(pMRE),NB,90,50,1.8
3_3,Pa299R(pMRE),NB,87,50,1.74
3_3,Pa299R(pMRE),NB,19,50,0.38
3_3,Pa299R(pMRE),NB,19,50,0.38
3_3,Pa299R(pMRE),NB,15,50,0.3
3_3,Pa299R(pMRE),NB,17,50,0.34
3_3,Pa299R(pMRE),NB,16,50,0.32
3_3,Pa299R(pMRE),NB,38,50,0.76
3_3,Pa299R(pMRE),NB,55,50,1.1
3_3,Pa299R(pMRE),NB,44,50,0.88
3_3,Pa299R(pMRE),NB,10,50,0.2
3_3,Pa299R(pMRE),NB,35,50,0.7
3_3,Pa299R(pMRE),NB,40,50,0.8
3_3,Pa299R(pMRE),NB,58,50,1.16
3_3,Pa299R(pMRE),NB,31,50,0.62
3_3,Pa299R(pMRE),NB,70,50,1.4
3_3,Pa299R(pMRE),NB,46,50,0.92
3_4,Pa299R(pMRE),NB,81,50,1.62
3_4,Pa299R(pMRE),NB,67,50,1.34
3_4,Pa299R(pMRE),NB,64,50,1.28
3_4,Pa299R(pMRE),NB,160,50,3.2
3_4,Pa299R(pMRE),NB,123,50,2.46
3_4,Pa299R(pMRE),NB,157,50,3.14
3_5,Pa299R(pMRE),NB,41,50,0.82
3_5,Pa299R(pMRE),NB,76,50,1.52
3_5,Pa299R(pMRE),NB,64,50,1.28
3_5,Pa299R(pMRE),NB,38,50,0.76
3_5,Pa299R(pMRE),NB,78,50,1.56
3_5,Pa299R(pMRE),NB,84,50,1.68
3_5,Pa299R(pMRE),NB,50,50,1
3_5,Pa299R(pMRE),NB,60,50,1.2
3_5,Pa299R(pMRE),NB,43,50,0.86
3_5,Pa299R(pMRE),NB,49,50,0.98
3_5,Pa299R(pMRE),NB,31,50,0.62
4_1,Pa299R(pMRE),NB+Cm,117,50,2.34
4_1,Pa299R(pMRE),NB+Cm,133,50,2.66
4_1,Pa299R(pMRE),NB+Cm,103,50,2.06
4_1,Pa299R(pMRE),NB+Cm,141,50,2.82
4_2,Pa299R(pMRE),NB+Cm,68,50,1.36
4_2,Pa299R(pMRE),NB+Cm,92,50,1.84
4_2,Pa299R(pMRE),NB+Cm,51,50,1.02
4_2,Pa299R(pMRE),NB+Cm,129,50,2.58
4_2,Pa299R(pMRE),NB+Cm,82,50,1.64
4_2,Pa299R(pMRE),NB+Cm,121,50,2.42
4_2,Pa299R(pMRE),NB+Cm,38,50,0.76
4_2,Pa299R(pMRE),NB+Cm,88,50,1.76
4_2,Pa299R(pMRE),NB+Cm,83,50,1.66
4_2,Pa299R(pMRE),NB+Cm,76,50,1.52
4_2,Pa299R(pMRE),NB+Cm,27,50,0.54
4_2,Pa299R(pMRE),NB+Cm,53,50,1.06
4_2,Pa299R(pMRE),NB+Cm,39,50,0.78
4_2,Pa299R(pMRE),NB+Cm,18,50,0.36
4_2,Pa299R(pMRE),NB+Cm,91,50,1.82
4_2,Pa299R(pMRE),NB+Cm,44,50,0.88
4_2,Pa299R(pMRE),NB+Cm,146,50,2.92
4_2,Pa299R(pMRE),NB+Cm,37,50,0.74
4_3,Pa299R(pMRE),NB+Cm,153,50,3.06
4_3,Pa299R(pMRE),NB+Cm,88,50,1.76
4_3,Pa299R(pMRE),NB+Cm,117,50,2.34
4_3,Pa299R(pMRE),NB+Cm,71,50,1.42
4_3,Pa299R(pMRE),NB+Cm,143,50,2.86
4_3,Pa299R(pMRE),NB+Cm,108,50,2.16
4_3,Pa299R(pMRE),NB+Cm,125,50,2.5
4_3,Pa299R(pMRE),NB+Cm,90,50,1.8
4_3,Pa299R(pMRE),NB+Cm,100,50,2
4_3,Pa299R(pMRE),NB+Cm,154,50,3.08
4_4,Pa299R(pMRE),NB+Cm,24,50,0.48
4_4,Pa299R(pMRE),NB+Cm,59,50,1.18
4_4,Pa299R(pMRE),NB+Cm,20,50,0.4
4_4,Pa299R(pMRE),NB+Cm,32,50,0.64
4_4,Pa299R(pMRE),NB+Cm,45,50,0.9
4_4,Pa299R(pMRE),NB+Cm,18,50,0.36
4_4,Pa299R(pMRE),NB+Cm,27,50,0.54
4_4,Pa299R(pMRE),NB+Cm,117,50,2.34
4_4,Pa299R(pMRE),NB+Cm,88,50,1.76
4_4,Pa299R(pMRE),NB+Cm,41,50,0.82
4_4,Pa299R(pMRE),NB+Cm,54,50,1.08
4_4,Pa299R(pMRE),NB+Cm,23,50,0.46
4_4,Pa299R(pMRE),NB+Cm,73,50,1.46
4_4,Pa299R(pMRE),NB+Cm,53,50,1.06
4_4,Pa299R(pMRE),NB+Cm,48,50,0.96
4_5,Pa299R(pMRE),NB+Cm,124,50,2.48
4_5,Pa299R(pMRE),NB+Cm,113,50,2.26
4_5,Pa299R(pMRE),NB+Cm,97,50,1.94
4_5,Pa299R(pMRE),NB+Cm,81,50,1.62
4_5,Pa299R(pMRE),NB+Cm,108,50,2.16
4_5,Pa299R(pMRE),NB+Cm,75,50,1.5
4_5,Pa299R(pMRE),NB+Cm,92,50,1.84
4_5,Pa299R(pMRE),NB+Cm,84,50,1.68
4_5,Pa299R(pMRE),NB+Cm,87,50,1.74
4_5,Pa299R(pMRE),NB+Cm,80,50,1.6
4_5,Pa299R(pMRE),NB+Cm,74,50,1.48
4_5,Pa299R(pMRE),NB+Cm,99,50,1.98
4_5,Pa299R(pMRE),NB+Cm,117,50,2.34
4_5,Pa299R(pMRE),NB+Cm,25,50,0.5
4_5,Pa299R(pMRE),NB+Cm,133,50,2.66
5_1,Pa299R::Tn5,NB,24,100,0.24
5_1,Pa299R::Tn5,NB,42,100,0.42
5_1,Pa299R::Tn5,NB,19,100,0.19
5_1,Pa299R::Tn5,NB,51,100,0.51
5_1,Pa299R::Tn5,NB,34,100,0.34
5_1,Pa299R::Tn5,NB,14,100,0.14
5_1,Pa299R::Tn5,NB,25,100,0.25
5_1,Pa299R::Tn5,NB,16,100,0.16
5_1,Pa299R::Tn5,NB,16,100,0.16
5_1,Pa299R::Tn5,NB,41,100,0.41
5_1,Pa299R::Tn5,NB,113,100,1.13
5_1,Pa299R::Tn5,NB,100,100,1
5_1,Pa299R::Tn5,NB,90,100,0.9
5_1,Pa299R::Tn5,NB,78,100,0.78
5_1,Pa299R::Tn5,NB,98,100,0.98
5_1,Pa299R::Tn5,NB,104,100,1.04
5_1,Pa299R::Tn5,NB,80,100,0.8
5_1,Pa299R::Tn5,NB,112,100,1.12
5_1,Pa299R::Tn5,NB,99,100,0.99
5_1,Pa299R::Tn5,NB,122,100,1.22
5_1,Pa299R::Tn5,NB,94,100,0.94
5_1,Pa299R::Tn5,NB,86,100,0.86
5_1,Pa299R::Tn5,NB,82,100,0.82
5_1,Pa299R::Tn5,NB,111,100,1.11
5_1,Pa299R::Tn5,NB,93,100,0.93
5_1,Pa299R::Tn5,NB,103,100,1.03
5_1,Pa299R::Tn5,NB,86,100,0.86
5_1,Pa299R::Tn5,NB,100,100,1
5_1,Pa299R::Tn5,NB,95,100,0.95
5_1,Pa299R::Tn5,NB,83,100,0.83
5_1,Pa299R::Tn5,NB,79,100,0.79
5_1,Pa299R::Tn5,NB,97,100,0.97
5_1,Pa299R::Tn5,NB,87,100,0.87
5_1,Pa299R::Tn5,NB,86,100,0.86
5_1,Pa299R::Tn5,NB,90,100,0.9
5_1,Pa299R::Tn5,NB,107,100,1.07
5_1,Pa299R::Tn5,NB,70,100,0.7
5_1,Pa299R::Tn5,NB,96,100,0.96
5_1,Pa299R::Tn5,NB,93,100,0.93
5_1,Pa299R::Tn5,NB,89,100,0.89
5_1,Pa299R::Tn5,NB,78,100,0.78
5_1,Pa299R::Tn5,NB,86,100,0.86
5_1,Pa299R::Tn5,NB,103,100,1.03
5_1,Pa299R::Tn5,NB,92,100,0.92
5_1,Pa299R::Tn5,NB,74,100,0.74
5_1,Pa299R::Tn5,NB,92,100,0.92
5_1,Pa299R::Tn5,NB,106,100,1.06
5_1,Pa299R::Tn5,NB,82,100,0.82
5_1,Pa299R::Tn5,NB,89,100,0.89
5_1,Pa299R::Tn5,NB,91,100,0.91
5_1,Pa299R::Tn5,NB,95,100,0.95
5_1,Pa299R::Tn5,NB,91,100,0.91
5_1,Pa299R::Tn5,NB,87,100,0.87
5_1,Pa299R::Tn5,NB,75,100,0.75
5_1,Pa299R::Tn5,NB,72,100,0.72
5_1,Pa299R::Tn5,NB,96,100,0.96
5_1,Pa299R::Tn5,NB,75,100,0.75
5_1,Pa299R::Tn5,NB,81,100,0.81
5_1,Pa299R::Tn5,NB,83,100,0.83
5_1,Pa299R::Tn5,NB,82,100,0.82
5_1,Pa299R::Tn5,NB,86,100,0.86
5_1,Pa299R::Tn5,NB,77,100,0.77
5_1,Pa299R::Tn5,NB,82,100,0.82
5_1,Pa299R::Tn5,NB,75,100,0.75
5_2,Pa299R::Tn5,NB,131,100,1.31
5_2,Pa299R::Tn5,NB,117,100,1.17
5_2,Pa299R::Tn5,NB,141,100,1.41
5_2,Pa299R::Tn5,NB,109,100,1.09
5_2,Pa299R::Tn5,NB,106,100,1.06
5_2,Pa299R::Tn5,NB,120,100,1.2
5_2,Pa299R::Tn5,NB,116,100,1.16
5_2,Pa299R::Tn5,NB,110,100,1.1
5_2,Pa299R::Tn5,NB,144,100,1.44
5_2,Pa299R::Tn5,NB,116,100,1.16
5_2,Pa299R::Tn5,NB,113,100,1.13
5_2,Pa299R::Tn5,NB,109,100,1.09
5_2,Pa299R::Tn5,NB,122,100,1.22
5_2,Pa299R::Tn5,NB,123,100,1.23
5_2,Pa299R::Tn5,NB,135,100,1.35
5_2,Pa299R::Tn5,NB,101,100,1.01
5_2,Pa299R::Tn5,NB,118,100,1.18
5_2,Pa299R::Tn5,NB,109,100,1.09
5_2,Pa299R::Tn5,NB,108,100,1.08
